url,title,genres,description,description_word_count,processed_description
https://www.filmweb.pl/film/Harry+Potter+i+Kamie%C5%84+Filozoficzny-2001-30571,Harry Potter i Kamień Filozoficzny,"['Przygodowy', 'Fantasy', 'Familijny']","Harry jest jedyną osobą, której udaje się przeżyć spotkanie ze złym czarnoksiężnikiem - Lordem Voldemortem. W zdarzeniu jednak giną jego rodzice. Osierocony trafia pod opiekę ciotki Petunii i wuja Vernona. Podczas swoich 11 urodzin dowiaduje się, że odziedziczył po rodzicach magiczne zdolności. Wkrótce trafia do szkoły dla czarodziejów - Hogwart. Na miejscu zapozna się z tajnikami quidditcha - dość nietypowego sportu, nauczy się latać na miotle, spotka jednorożce i centaury. Przede wszystkim zaś zmierzy się z siłami zła.",78,harry jedyny osoba udawać przeżyć spotkanie zły czarnoksiężnikie lord voldemortem zdarzenie ginąć rodzice osierocć trafiać opieka ciotka petunia wujać vernona swój urodziny dowiadować odziedziczyć rodzica magiczny zdolność wkrótce trafiać szkoła czarodziej hogwart miejsce zapozna tajnik quidditch nietypow sport nauczy latać miotle spotka jednorożce centaura zmier siła zło
https://www.filmweb.pl/film/Pachnid%C5%82o%3A+Historia+mordercy-2006-118442,Pachnidło: Historia mordercy,"['Dramat', 'Thriller']","""Pachnidło"", adaptacja bestsellerowej powieści Patricka Süskinda, to historia człowieka obdarzonego genialnym węchem. Jean-Baptiste Grenouille (Ben Whishaw), zafascynowany zmysłowym światem aromatów, pragnie stworzyć najpiękniejsze pachnidło na świecie. Z chwilą gdy poznaje zapach kobiety, jego fantazja staje się obsesją. Aby zaspokoić swoje pragnienie, nie zawaha się zostać mordercą.",46,pachniść adaptacja bestsellerowy powieść patricky süskinda historia człowiek obdarzonego genialny węch jean baptisty grenouille ben whishaw zafascynować zmysłowy świat aromat pragnąć stworzyć piękny pachniść świat chwila poznawać zapach kobieta fantazja stawać obsesja zaspokoić swój pragnienie zawahać zostać morderca
https://www.filmweb.pl/film/Deadpool-2016-514675,Deadpool,"['Komedia', 'Akcja', 'Sci-Fi']","Ekranizacja jednego z najoryginalniejszych komiksów Marvel Comics. Wade Wilson (Ryan Reynolds) - niegdyś agent służb specjalnych, a obecnie najemnik - poddany zostaje nielegalnemu eksperymentowi, w wyniku którego nabywa niezwykłych mocy samouzdrawiania. Odtąd staje się znany jako ""Deadpool"" i wyposażony w nowe zdolności oraz czarne poczucie humoru wyrusza z misją wymierzenia sprawiedliwości człowiekowi, który niemal zniszczył mu życie.",57,ekranizacja najoryginalniejszy komiks marvel comics wade wilson ryan reynolds niegdyś agent służba specjalny obecnie najemnik poddać zostawać nielegalny eksperyment wynik nabywa niezwykłych moc samouzdrawianie odtąd stawać znany deadpool wyposażyć nowy zdolność czarny poczucie humor wyrusz misja wymierzeć sprawiedliwość człowiek niemal zniszczyć życie
https://www.filmweb.pl/film/W+pogoni+za+szcz%C4%99%C5%9Bciem-2006-240046,W pogoni za szczęściem,"['Dramat obyczajowy', 'Biograficzny']","Scenariusz filmu oparty jest na autentycznych wydarzeniach i opowiada o życiu Chrisa Gardnera (Will Smith). Łańcuch zdarzeń pozostawia głównego bohatera bez pracy oraz domu w wieku 30 lat, odnajduje się wraz ze swym synkiem Chrisem Juniorem (Jaden Smith), żyjąc w łazience na stacji kolejowej w San Francisco. Wbrew swojemu beznadziejnemu położeniu, Gardner ze wszystkich sił stara się zostać maklerem. W końcu zostaje szkoleniowcem brokerów, a jego ranga wzrasta w takich firmach jak Dean Witter i Bear Stearns aż do jego obecnej pozycji - milioner będący wspólnikiem i właścicielem firmy w Chicago, zajmującej się pośrednictwem giełdowym - Gardner Rich & Co.",100,scenariusz film oprzeć autentyczny wydarzenei opowiadać życie chris gardner willć smith łańcuch zdarzenie pozostawiać główny bohater praca dom wiek rok odnajdować wraz swój synkie chris junior jaden smith żyć łazienka stacja kolejowy san francisco wbrew swój beznadziejny położenie gardner wszystek siła starać zostać makler koniec zostawać szkoleniowcem broker ranga wzrastać firma dean witter bear stearns obecny pozycja milioner wspólnik właściciel firma chicago zajmować pośrednictwo giełdowy gardner ri
https://www.filmweb.pl/film/V+jak+Vendetta-2005-180040,V jak Vendetta,"['Sci-Fi', 'Thriller']","Adaptacja kultowego komiksu Alana Moore'a. Rzecz dzieje się w totalitarnej Anglii, gdzie społeczeństwo jest skutecznie zastraszane i manipulowane przez aparat władzy. Jedyną osobą, która nadal stawia opór, jest bojownik o wolność przebrany za osobę Guya Fawkesa - V (Hugo Weaving). V walczy z panującym ustrojem dokonując zamachów terrorystycznych na główne ośrodki przekazu i gmachy budynków rządowych. Pewnego dnia uwalnia z rąk agentów rządowych Evey Hammond (Natalie Portman). Evey odkrywa, iż wbrew powszechnemu uznaniu V nie jest terrorystą, lecz osobą, w której skupiają się wszystkie idee, o których jej naród zapomniał. Od tej pory, od 5 listopada V będzie kontynuował swoją krucjatę, mszcząc się za swoje krzywdy i za cierpienia narodu prowadząc Anglię ku wolności.",114,adaptacja kultowy komiks alana rzecz dziać totalitarny anglia społeczeństwo skutecznie zastraszać manipulować aparat władza jedyny osoba nadal stawiać opór bojownik wolność przebrać osoba guya fawkes v hugo weaving v walczyć panować ustroj dokonuć zamach terrorystyczny główny ośrodek przekaz gmach budynek rządowy pewien dzień uwalć ręka agent rządowy evea hammond natalie portman evey odkrywać wbrew powszechny uznać v terrorysty osoba skupiać wszystek idea naród zapomnieć pora listopad v kontynuować swój krucjata mszcząc swój krzywda cierpienie naród prowadzić anglię wolność
https://www.filmweb.pl/film/Jak+zosta%C4%87+kr%C3%B3lem-2010-539270,Jak zostać królem,"['Biograficzny', 'Dramat historyczny']","Fascynująca opowieść o człowieku, który uratował królestwo i  w przełomowym momencie historii mężnie poprowadził Anglików w walce przeciwko najeźdźcy. Po szokującej abdykacji Edwarda VIII książę Albert musi, mimo wielkich oporów, zasiąść na tronie Anglii jako Jerzy VI. Ogromną przeszkodą w wypełnianiu monarszych obowiązków jest dla niego... problem z wysławianiem się. Jedyną osobą, która może pomóc Jerzemu w odnalezieniu własnego głosu i stawieniu czoła groźbie inwazji hitlerowskiej, okazuje się australijski specjalista o wielce nieortodoksyjnych metodach pracy nad wymową. Wkrótce rodzi się przyjaźń, która odmieni życie dwóch niezwykłych ludzi i zadecyduje o losach największej z wojen.",94,fascynujący opowieść człowiek uratować królestwo przełomowy moment historia mężnie poprowadzić anglik walka przeciwko najeźdźcya szokujący abdykacja edward książę albert musieć wielki opór zasiąść tron anglia Jerzy ogromny przeszkoda wypełniać monarszy obowiązek problem wysławiać jedyny osoba móc pomóc jerzy odnalezieć własny głos stawieć czoło groźba inwazja hitlerowski okazywać australijski specjalista wielce nieortodoksyjny metoda praca wymowy wkrótce rodzić przyjaźń odmienić życie niezwykły człowiek zadecydować losach największej wojna
https://www.filmweb.pl/film/Iluzjonista-2006-203657,Iluzjonista,"['Fantasy', 'Kostiumowy']","Eisenheim (Edward Norton), człowiek znikąd, wystawia w Wiedniu zdumiewające magiczne spektakle. Swoją pracą przykuwa uwagę pretendenta do tronu – księcia Leopolda. Pewien, że iluzjonista jest jedynie mistrzem konfabulacji i oszustem, książę zjawia się na jednym z przedstawień mężczyzny celem zdemaskowania jego występu. By osiągnąć cel, wysyła na scenę swoją narzeczoną Sophie (Jessica Biel: ""Siódme niebo"", ""Elizabethtown""). Rozpoczyna się wielka potyczka pomiędzy iluzją a rzeczywistością. Czy talent magika wystarczy by przekroczyć granicę między życiem i śmiercią?",75,eisenheim edward norton człowiek znikąd wystawiać wiedniu zdumiewać magiczny spektakl swój praca przykuwać uwaga pretendent tron książę leopolda pewny iluzjonista mistrz konfabulacja oszust książę zjawiać przedstawienie mężczyzna cel zdemaskować występ osiągnąć cel wysyłać scena swój narzeczony sophie jessica biel siódme niebo elizabethtown rozpoczynać wielki potyczka pomiędzy iluzja rzeczywistość talent magik wystarczyć przekroczyć granica życie śmierć
https://www.filmweb.pl/film/Piraci+z+Karaib%C3%B3w%3A+Skrzynia+umarlaka-2006-107404,Piraci z Karaibów: Skrzynia umarlaka,"['Fantasy', 'Przygodowy']","Kapitan Jack Sparrow musi spłacić dług, który zaciągnął u władcy mórz - Davy Jonesa. Jeżeli tego nie uczyni, zostanie skazany na wieczne potępienie. Jego problemy oczywiście kompletnie rujnują plany ślubu Willa Turnera z piękną Elizabeth Swann, którzy wyruszają z kapitanem Sparrow w rejs pełen niezwykłych, nowych przygód.",47,kapitan Jack sparrow musieć spłacić dług zaciągnąć władca mórze davy jones uczynić zostać skazać wieczny potępienie problem oczywiście kompletnie rujnować plan ślub willa turner piękny Elizabeth swann wyruszać kapitan sparrow rejs pełny niezwykły nowy przygoda
https://www.filmweb.pl/film/K-PAX-2001-31831,K-PAX,['Dramat'],"Do psychiatry (Jeff Bridges) w szpitalu publicznym policja kieruje zatrzymanego na dworcu mężczyznę (Kevin Spacey), który utrzymuje, że pochodzi z planety K-PAX. Mężczyzna ów, o imieniu Prot, utrzymuje, że jest na misji zwiadowczej i zbiera informacje o naszej planecie. Porównuje warunki atmosferyczne obu planet, przy czym ziemskie światło jest dla niego zbyt jasne. Twierdzi, że powróci do domu przed końcem lata i będzie mógł zabrać jednego z pacjentów ze sobą.",70,psychiatra jeff bridges szpital publiczny policja kierować zatrzymać dworzec mężczyzna kevin spacey utrzymywać pochodzić planeta k pax mężczyzna ów imię prot utrzymywać misja zwiadowczy zbierać informacja planet porównować warunki atmosferyczny oba planeta ziemski światło zbyt jasny twierdzić powrócić dom koniec rok móc zabrać pacjent siebie
https://www.filmweb.pl/film/300-2006-163597,300,['Dramat historyczny'],"Film jest pochwałą twórczości Franka Millera (twórcy popularnego komiksu ""Sin City""). To interpretacja uhonorowanej wieloma nagrodami powieści graficznej ""300"" jego autorstwa, wydanej w 1999 roku. Opowiada o jednym z najistotniejszych momentów II wojny perskiej - bitwie pod Termopilami, która rozegrała się w sierpniu 480 r. p.n.e. To właśnie wtedy miał miejsce kluczowy dla Greków zwrot w historii. 300-tu Spartan pod wodzą króla Leonidasa I stawiło w owym przesmyku zacięty opór przed 100-tysięczną armią dowodzoną przez perskiego króla Kserksesa. Bohaterska i pełna poświęceń obrona, jakiej podjęła się ta garstka żołnierzy, dała czas powracającym do stolicy wojskom greckim na ufortyfikowanie się oraz wycofanie floty, która jeszcze tego samego roku we wrześniowej bitwie morskiej pod Salaminą, rozbiła i na dobre wyparła wojska perskie z Attyki. Tym samym, Europa pozostała bezpieczna...",127,film pochwały twórczość franek miller twórca popularny komiks sin city interpretacja uhonorowanej nagroda powieść graficzny autorstwo wydać rok opowiadać istotny moment ii wojna perski bitwie termopila rozegrać sierpień rok mieć miejsce kluczowy grek zwrot historia spartanć wodza król leonidas stawić owym przesmyk zaciąć opór tysięczny armia dowodzony perskiy król kserksesa bohaterski pełny poświęceń obrę podjąć garstka żołnierz dać czas powracać stolica wojska grecki ufortyfikować wycofanie flota rok wrześniowy bitwa morski salamina rozbić dobry wyprzeć wojsko perski attyka Europa pozostały bezpieczny
https://www.filmweb.pl/film/Dracula%3A+Historia+nieznana-2014-684356,Dracula: Historia nieznana,"['Fantasy', 'Horror']","Film łączy w sobie dwie opowieści. Jedna z nich bazuje na autentycznej postaci - walczącego z Turkami Włada Palownika, druga odnosi się do legendy dotyczącej pojawienia się pierwszego na Ziemi wampira. Vlad Tepes (Luke Evans) to młody książę, który chcąc uwolnić i zarazem ocalić życie rodziny z rąk okrutnego sułtana, a także mając na uwadze dobro swojego kraju, postanawia sprzedać duszę diabłu. W ten sposób staje się pierwszym wampirem na świecie - znanym jako hrabia Drakula.",76,film łączyć siebie opowieść bazować autentyczny postać walczący turka władać palownik drugi odnosić legenda dotyczyć pojawieć pierwszy ziemia wampir vlad tepes luke evans młody książę chcieć uwolnić zarazem ocalić życie rodzina ręka okrutny sułtać mieć uwaga dobro swój kraj postanawiać sprzedać dusza diabłu stawać pierwszy wampir świat znany hrabia drakula
https://www.filmweb.pl/film/Dla+ciebie+wszystko-2014-629797,Dla ciebie wszystko,['Melodramat'],"Dawson Cole (James Marsden) to chłopak wychowywany w rodzinie uważanej w miasteczku za najbardziej niebezpieczną. Jego rodzina skłonna jest do przemocy, ma problemy z alkoholem i jest zamieszana w sprawy związane z narkotykami. Amanda Collier (Michelle Monaghan) z kolei wychowywana jest w tradycyjnych wartościach, które sprawiły, że chce zostać nauczycielką. Różnice pochodzenia oraz nieprzychylni ludzie sprawiają, że tych dwoje nie może być razem, choć oboje bardzo tego pragną. Dawson, który w młodości zabił człowieka, nie może się z tym pogodzić i pokutuje, żyjąc samotnie i pracując na platformach wiertniczych. Amanda wychodzi za mąż, ma syna Jareda, ale mimo to nie może zaznać szczęścia. Po latach dawni kochankowie spotykają się w rodzinnym miasteczku z okazji pogrzebu starego przyjaciela. Uczucia, którymi kiedyś się darzyli powracają, ale przeszłość i konflikty również powracają ze zdwojoną siłą.",132,dawson col James marsden chłopak wychowywać rodzina uważany miasteczko niebezpieczny rodzina skłonny przemoc mieć problem alkohol zamieszać sprawa związać narkotyk amanda collier michelle Monaghan kolej wychowywać tradycyjny wartość sprawić chcieć zostać nauczycielki różnica pochodzenie nieprzychylny człowiek sprawiać móc razem oba pragnąć dawson młodość zabić człowiek móc pogodzić pokutować żyć samotnie pracuć platforma wiertniczy amanda wychodzić mąż mieć syn jareda móc zaznać szczęście rok dawny kochankowi spotykać rodzinny miasteczko okazja pogrzebu stary przyjaciel uczucie kiedyś darzyć powracać przeszłość konflikt powracać zdwojć siła
https://www.filmweb.pl/film/%C5%BBycie+na+pods%C5%82uchu-2006-293175,Życie na podsłuchu,['Dramat'],"Film porusza wciąż gorący temat służb specjalnych. Opisuje przerażającą, paranoiczną i czasami śmieszną historię systemu kontroli obywateli we wschodnich Niemczech. Historia oparta na faktach. Wczesne lata 80-te. Znany dramaturg Georg Dreyman (Sebastian Koch) wraz ze swoją partnerką Christą (Martina Gedeck), popularną aktorką tworzą parę intelektualistów- gwiazd w socjalistycznym państwie. Ich poglądy i styl życia nie zawsze zgadzają się z doktryną partii dlatego są pod ścisłą obserwacją Agenta Stasi (Ulrich Mühe), którego zaczyna wciągać i fascynować ich życie...",77,film poruszać wciąż gorący temat służba specjalny opisywać przerażający paranoiczny czas śmieszny historia system kontrola obywatel wschodni niemczech historia oprzeć fakt wczesny rok znany dramaturg georg dreyman sebastiana koch wraz swój partnerka christa Martina gedeck popularny aktorka tworzyć parę intelektualista gwiazda socjalistyczny państwo pogląd styl życie zgadzać doktryna partia ścisły obserwacja agent stasia ulri mühe zaczynać wciągać fascynować życie
https://www.filmweb.pl/film/Okno+na+podw%C3%B3rze-1954-1324,Okno na podwórze,"['Psychologiczny', 'Dreszczowiec']","Kiedy fotograf L.B. 'Jeff' Jeffries (James Stewart) łamie nogę i zostaje przykuty do wózka inwalidzkiego, jego obsesją staje się obserwowanie życia prywatnego sąsiadów. Podejrzewając pewnego sprzedawcę o zamordowanie żony, Jeffries prosi swoją przyjaciółkę - bywającą w towarzystwie, elegancką kobietę (Grace Kelly) - aby pomogła mu ustalić rzeczywisty bieg wydarzeń. Wydarzeń, które doprowadzą do jednego z najbardziej emocjonujących zakończeń w historii filmu.",61,fotograf jeff jeffries James stewart łamać noga zostawać przykut wózek inwalidzki obsesja stawać obserwowanie życie prywatny sąsiad podejrzewać pewien sprzedawca zamordowan żona jeffries prosić swój przyjaciółka bywającą towarzystwo elegancki kobieta grace kelly pomóc ustalić rzeczywisty bieg wydarzenie wydarzenie doprowadzić emocjonujący zakończenie historia film
